"group_idx","year","indivA","indivB","groom_exposure","support_exposure","groom","support"
10,2006,167,297,137,87,0,0
10,2006,167,302,1,77,0,0
10,2006,167,354,1,54,0,0
10,2006,167,365,86,138,0,0
10,2006,167,405,0,0,NA,NA
10,2006,167,411,136,150,0,1
10,2006,167,414,1,65,0,0
10,2006,167,415,277,96,0,0
10,2006,167,419,1,27,0,0
10,2006,167,423,4,44,0,0
10,2006,167,429,131,164,0,0
10,2006,167,437,275,116,1,0
10,2006,167,476,151,56,0,0
10,2006,167,529,274,123,1,0
10,2006,283,25,140,188,0,8
10,2006,283,27,141,93,0,7
10,2006,283,82,0,45,NA,1
10,2006,283,83,286,100,0,1
10,2006,283,90,0,35,NA,1
10,2006,283,94,269,101,0,6
10,2006,283,146,0,103,NA,4
10,2006,283,153,137,158,1,5
10,2006,283,157,0,2,NA,0
10,2006,283,158,0,59,NA,2
10,2006,283,163,144,118,1,2
10,2006,283,167,1,65,0,1
10,2006,283,284,278,160,6,13
10,2006,283,290,146,135,12,16
10,2006,283,297,136,91,3,4
10,2006,283,302,0,81,NA,4
10,2006,283,354,0,56,NA,2
10,2006,283,365,85,155,1,17
10,2006,283,405,0,0,NA,NA
10,2006,283,411,135,156,0,7
10,2006,283,414,0,68,NA,3
10,2006,283,415,276,98,0,2
10,2006,283,419,0,29,NA,2
10,2006,283,423,3,47,0,3
10,2006,283,429,130,172,1,8
10,2006,283,437,274,121,1,5
10,2006,283,476,151,56,1,0
10,2006,283,529,273,125,1,2
10,2006,284,25,418,184,3,4
10,2006,284,27,419,87,1,1
10,2006,284,82,278,44,4,0
10,2006,284,83,564,100,5,1
10,2006,284,90,278,36,8,2
10,2006,284,94,545,96,3,2
10,2006,284,146,278,101,9,2
10,2006,284,153,415,158,2,5
10,2006,284,157,52,2,3,0
10,2006,284,158,278,56,4,0
10,2006,284,163,421,117,1,1
10,2006,284,167,279,64,5,0
10,2006,284,283,278,172,25,10
10,2006,284,290,423,124,17,5
10,2006,284,297,414,88,1,1
10,2006,284,302,278,78,19,1
10,2006,284,354,278,55,19,1
10,2006,284,365,363,146,17,8
10,2006,284,405,30,0,0,NA
10,2006,284,411,413,152,1,3
10,2006,284,414,278,65,4,0
10,2006,284,415,554,97,3,1
10,2006,284,419,270,27,1,0
10,2006,284,423,280,44,4,0
10,2006,284,429,408,164,2,0
10,2006,284,437,552,117,3,1
10,2006,284,476,303,56,2,0
10,2006,284,529,549,123,2,0
10,2006,290,25,286,186,2,6
10,2006,290,27,287,88,1,2
10,2006,290,82,145,44,4,0
10,2006,290,83,431,99,4,0
10,2006,290,90,146,34,1,0
10,2006,290,94,413,96,5,1
10,2006,290,146,146,102,13,3
10,2006,290,153,282,157,0,4
10,2006,290,157,50,2,0,0
10,2006,290,158,146,58,1,1
10,2006,290,163,289,118,3,2
10,2006,290,167,146,64,2,0
10,2006,290,283,146,178,22,16
10,2006,290,284,423,151,17,4
10,2006,290,297,282,88,3,1
10,2006,290,302,145,82,13,5
10,2006,290,354,146,56,26,2
10,2006,290,365,231,143,21,5
10,2006,290,405,30,0,0,NA
10,2006,290,411,280,151,3,2
10,2006,290,414,145,65,2,0
10,2006,290,415,422,98,1,2
10,2006,290,419,139,27,1,0
10,2006,290,423,149,44,2,0
10,2006,290,429,276,166,2,2
10,2006,290,437,420,117,0,1
10,2006,290,476,215,56,0,0
10,2006,290,529,416,125,1,2
10,2006,297,25,276,181,0,1
10,2006,297,27,277,88,0,2
10,2006,297,82,136,44,0,0
10,2006,297,83,422,99,0,0
10,2006,297,90,136,34,1,0
10,2006,297,94,403,96,0,1
10,2006,297,146,136,101,0,2
10,2006,297,153,273,153,0,0
10,2006,297,157,48,2,1,0
10,2006,297,158,136,57,0,0
10,2006,297,163,280,116,0,0
10,2006,297,167,137,64,0,0
10,2006,297,283,136,164,0,2
10,2006,297,284,414,148,0,1
10,2006,297,290,282,119,0,0
10,2006,297,302,136,77,0,0
10,2006,297,354,136,54,1,0
10,2006,297,365,221,143,0,5
10,2006,297,405,27,0,0,NA
10,2006,297,411,271,151,0,2
10,2006,297,414,135,65,0,0
10,2006,297,415,412,96,1,0
10,2006,297,419,127,27,0,0
10,2006,297,423,138,44,0,0
10,2006,297,429,266,165,0,1
10,2006,297,437,410,118,0,2
10,2006,297,476,209,56,0,0
10,2006,297,529,406,123,1,0
10,2006,302,25,140,180,0,1
10,2006,302,27,141,86,0,0
10,2006,302,82,0,44,NA,0
10,2006,302,83,286,99,0,0
10,2006,302,90,0,34,NA,0
10,2006,302,94,268,95,1,1
10,2006,302,146,0,100,NA,1
10,2006,302,153,137,154,0,1
10,2006,302,157,0,2,NA,0
10,2006,302,158,0,57,NA,1
10,2006,302,163,144,116,0,0
10,2006,302,167,1,64,0,0
10,2006,302,283,0,165,NA,4
10,2006,302,284,278,147,0,0
10,2006,302,290,145,122,1,3
10,2006,302,297,136,88,0,1
10,2006,302,354,0,57,NA,3
10,2006,302,365,85,141,2,3
10,2006,302,405,0,0,NA,NA
10,2006,302,411,135,150,0,1
10,2006,302,414,0,68,NA,3
10,2006,302,415,276,96,0,1
10,2006,302,419,0,27,NA,0
10,2006,302,423,3,44,0,0
10,2006,302,429,130,164,0,0
10,2006,302,437,274,117,0,1
10,2006,302,476,151,56,0,0
10,2006,302,529,273,123,0,0
10,2006,354,25,139,181,0,1
10,2006,354,27,140,86,0,0
10,2006,354,82,0,45,NA,1
10,2006,354,83,286,100,0,1
10,2006,354,90,0,34,NA,0
10,2006,354,94,269,96,1,1
10,2006,354,146,0,99,NA,0
10,2006,354,153,136,153,1,0
10,2006,354,157,0,2,NA,0
10,2006,354,158,0,57,NA,0
10,2006,354,163,143,116,1,0
10,2006,354,167,1,64,0,0
10,2006,354,283,0,166,NA,4
10,2006,354,284,278,147,1,0
10,2006,354,290,146,122,0,3
10,2006,354,297,136,87,0,0
10,2006,354,302,0,78,NA,1
10,2006,354,365,85,139,1,1
10,2006,354,405,0,0,NA,NA
10,2006,354,411,135,150,0,1
10,2006,354,414,0,65,NA,0
10,2006,354,415,276,96,0,0
10,2006,354,419,0,27,NA,0
10,2006,354,423,3,44,0,0
10,2006,354,429,130,164,0,0
10,2006,354,437,274,116,0,0
10,2006,354,476,151,56,0,0
10,2006,354,529,273,123,0,0
10,2006,365,25,225,192,1,12
10,2006,365,27,226,90,2,4
10,2006,365,82,85,44,0,0
10,2006,365,83,371,102,0,3
10,2006,365,90,85,34,0,0
10,2006,365,94,354,96,0,1
10,2006,365,146,85,100,0,1
10,2006,365,153,222,155,0,2
10,2006,365,157,0,2,NA,0
10,2006,365,158,85,57,0,0
10,2006,365,163,229,119,1,3
10,2006,365,167,86,65,0,1
10,2006,365,283,85,179,0,17
10,2006,365,284,363,155,0,8
10,2006,365,290,231,120,1,1
10,2006,365,297,221,90,0,3
10,2006,365,302,85,78,0,1
10,2006,365,354,85,55,0,1
10,2006,365,405,0,0,NA,NA
10,2006,365,411,220,153,1,4
10,2006,365,414,85,65,0,0
10,2006,365,415,361,96,0,0
10,2006,365,419,85,28,0,1
10,2006,365,423,88,45,0,1
10,2006,365,429,215,167,1,3
10,2006,365,437,359,119,0,3
10,2006,365,476,211,56,0,0
10,2006,365,529,358,123,0,0
10,2006,405,25,29,30,0,0
10,2006,405,27,30,14,0,0
10,2006,405,82,0,5,NA,0
10,2006,405,83,30,14,0,0
10,2006,405,90,0,7,NA,0
10,2006,405,94,25,12,0,0
10,2006,405,146,0,9,NA,0
10,2006,405,153,26,23,0,0
10,2006,405,157,0,2,NA,0
10,2006,405,158,0,7,NA,0
10,2006,405,163,26,17,0,0
10,2006,405,167,0,10,NA,0
10,2006,405,283,0,22,NA,0
10,2006,405,284,30,20,0,0
10,2006,405,290,30,21,0,0
10,2006,405,297,27,9,0,0
10,2006,405,302,0,16,NA,0
10,2006,405,354,0,6,NA,0
10,2006,405,365,0,20,NA,0
10,2006,405,411,25,24,0,0
10,2006,405,414,0,5,NA,0
10,2006,405,415,30,18,0,0
10,2006,405,419,0,1,NA,0
10,2006,405,423,1,8,0,0
10,2006,405,429,28,32,0,0
10,2006,405,437,23,14,0,0
10,2006,405,529,30,19,0,0
10,2006,411,25,275,186,3,6
10,2006,411,27,276,89,5,3
10,2006,411,82,135,44,2,0
10,2006,411,83,421,100,0,1
10,2006,411,90,135,35,4,1
10,2006,411,94,403,94,0,0
10,2006,411,146,135,102,2,3
10,2006,411,153,272,156,4,3
10,2006,411,157,46,2,0,0
10,2006,411,158,135,56,1,0
10,2006,411,163,278,119,5,3
10,2006,411,167,136,64,0,0
10,2006,411,283,135,169,1,7
10,2006,411,284,413,150,3,3
10,2006,411,290,280,124,2,5
10,2006,411,297,271,91,9,4
10,2006,411,302,135,78,0,1
10,2006,411,354,135,54,0,0
10,2006,411,365,220,143,3,5
10,2006,411,405,25,0,0,NA
10,2006,411,414,135,66,0,1
10,2006,411,415,411,97,2,1
10,2006,411,419,126,27,0,0
10,2006,411,423,138,46,2,2
10,2006,411,429,265,164,3,0
10,2006,411,437,409,116,7,0
10,2006,411,476,209,56,2,0
10,2006,411,529,406,124,4,1
10,2006,414,25,139,180,0,1
10,2006,414,27,141,88,0,2
10,2006,414,82,0,44,NA,0
10,2006,414,83,285,101,0,2
10,2006,414,90,0,35,NA,1
10,2006,414,94,269,98,1,3
10,2006,414,146,0,99,NA,0
10,2006,414,153,137,154,0,1
10,2006,414,157,0,2,NA,0
10,2006,414,158,0,58,NA,1
10,2006,414,163,143,116,0,1
10,2006,414,167,1,64,0,0
10,2006,414,283,0,164,NA,2
10,2006,414,284,278,148,0,2
10,2006,414,290,145,119,1,0
10,2006,414,297,135,87,0,0
10,2006,414,302,0,79,NA,2
10,2006,414,354,0,56,NA,2
10,2006,414,365,85,138,0,1
10,2006,414,405,0,0,NA,NA
10,2006,414,411,135,147,0,0
10,2006,414,415,276,96,0,0
10,2006,414,419,0,28,NA,1
10,2006,414,423,3,44,0,0
10,2006,414,429,130,165,0,1
10,2006,414,437,273,114,0,0
10,2006,414,476,151,57,0,1
10,2006,414,529,273,123,0,0
10,2006,415,25,416,180,4,0
10,2006,415,27,417,87,1,1
10,2006,415,82,276,44,1,0
10,2006,415,83,562,103,1,4
10,2006,415,90,276,34,0,0
10,2006,415,94,544,95,0,0
10,2006,415,146,276,99,0,0
10,2006,415,153,413,153,0,0
10,2006,415,157,47,2,0,0
10,2006,415,158,276,58,0,1
10,2006,415,163,419,116,1,0
10,2006,415,167,277,64,1,0
10,2006,415,283,276,163,0,1
10,2006,415,284,554,148,0,1
10,2006,415,290,422,119,0,0
10,2006,415,297,412,87,0,0
10,2006,415,302,276,77,0,0
10,2006,415,354,276,54,0,0
10,2006,415,365,361,139,2,1
10,2006,415,405,30,0,0,NA
10,2006,415,411,411,149,0,0
10,2006,415,414,276,65,0,0
10,2006,415,419,268,28,0,1
10,2006,415,423,279,44,1,0
10,2006,415,429,406,166,0,2
10,2006,415,437,550,116,0,0
10,2006,415,476,307,57,0,1
10,2006,415,529,547,124,2,1
10,2006,419,25,131,168,0,0
10,2006,419,27,132,81,0,0
10,2006,419,82,0,42,NA,0
10,2006,419,83,278,97,0,0
10,2006,419,90,0,31,NA,0
10,2006,419,94,263,93,2,0
10,2006,419,146,0,94,NA,0
10,2006,419,153,127,142,0,0
10,2006,419,157,0,2,NA,0
10,2006,419,158,0,57,NA,0
10,2006,419,163,134,108,0,0
10,2006,419,167,1,62,0,0
10,2006,419,283,0,155,NA,1
10,2006,419,284,270,142,0,0
10,2006,419,290,139,114,1,0
10,2006,419,297,127,82,0,0
10,2006,419,302,0,76,NA,0
10,2006,419,354,0,52,NA,0
10,2006,419,365,85,130,0,0
10,2006,419,405,0,0,NA,NA
10,2006,419,411,126,142,0,0
10,2006,419,414,0,63,NA,1
10,2006,419,415,268,93,3,0
10,2006,419,423,1,43,0,0
10,2006,419,429,122,160,1,0
10,2006,419,437,266,113,2,0
10,2006,419,476,151,56,0,0
10,2006,419,529,266,120,4,0
10,2006,423,25,142,180,1,0
10,2006,423,27,144,86,3,0
10,2006,423,82,3,44,0,0
10,2006,423,83,289,100,8,1
10,2006,423,90,3,34,0,0
10,2006,423,94,272,95,11,0
10,2006,423,146,3,99,0,0
10,2006,423,153,140,154,3,1
10,2006,423,157,3,2,0,0
10,2006,423,158,3,57,0,0
10,2006,423,163,147,116,1,0
10,2006,423,167,4,64,0,0
10,2006,423,283,3,164,0,2
10,2006,423,284,280,147,3,0
10,2006,423,290,149,119,1,0
10,2006,423,297,138,87,2,0
10,2006,423,302,3,77,0,0
10,2006,423,354,3,54,0,0
10,2006,423,365,88,138,0,0
10,2006,423,405,1,0,0,NA
10,2006,423,411,138,149,3,0
10,2006,423,414,3,66,0,1
10,2006,423,415,279,96,7,0
10,2006,423,419,1,27,0,0
10,2006,423,429,132,164,2,0
10,2006,423,437,277,116,7,0
10,2006,423,476,151,56,3,0
10,2006,423,529,274,123,9,0
10,2006,429,25,270,184,1,4
10,2006,429,27,271,87,2,1
10,2006,429,82,130,44,0,0
10,2006,429,83,416,100,0,1
10,2006,429,90,130,34,0,0
10,2006,429,94,398,95,0,0
10,2006,429,146,130,101,0,2
10,2006,429,153,267,155,1,2
10,2006,429,157,44,2,1,0
10,2006,429,158,130,57,0,0
10,2006,429,163,273,116,0,0
10,2006,429,167,131,65,0,1
10,2006,429,283,130,167,1,5
10,2006,429,284,408,147,0,0
10,2006,429,290,276,121,0,2
10,2006,429,297,266,88,2,1
10,2006,429,302,130,77,0,0
10,2006,429,354,130,54,0,0
10,2006,429,365,215,142,0,4
10,2006,429,405,28,0,0,NA
10,2006,429,411,265,150,2,1
10,2006,429,414,130,66,0,1
10,2006,429,415,406,99,2,3
10,2006,429,419,122,27,0,0
10,2006,429,423,132,44,1,0
10,2006,429,437,404,117,1,1
10,2006,429,476,208,56,0,0
10,2006,429,529,401,126,3,3
10,2006,437,25,414,182,0,2
10,2006,437,27,415,86,0,0
10,2006,437,82,274,44,0,0
10,2006,437,83,560,101,1,2
10,2006,437,90,274,34,0,0
10,2006,437,94,542,96,0,1
10,2006,437,146,274,101,3,2
10,2006,437,153,411,154,0,1
10,2006,437,157,42,2,0,0
10,2006,437,158,274,57,0,0
10,2006,437,163,418,116,2,0
10,2006,437,167,275,65,0,1
10,2006,437,283,274,166,0,4
10,2006,437,284,552,149,0,2
10,2006,437,290,420,121,0,2
10,2006,437,297,410,88,1,1
10,2006,437,302,274,78,0,1
10,2006,437,354,274,54,0,0
10,2006,437,365,359,140,0,2
10,2006,437,405,23,0,0,NA
10,2006,437,411,409,149,1,0
10,2006,437,414,273,66,0,1
10,2006,437,415,550,97,2,1
10,2006,437,419,266,27,0,0
10,2006,437,423,277,44,0,0
10,2006,437,429,404,165,1,1
10,2006,437,476,309,56,0,0
10,2006,437,529,547,126,2,3
10,2006,476,25,213,88,0,0
10,2006,476,27,211,42,1,0
10,2006,476,82,151,20,0,0
10,2006,476,83,302,52,0,0
10,2006,476,90,151,14,0,0
10,2006,476,94,300,47,0,0
10,2006,476,146,151,61,0,0
10,2006,476,153,213,72,0,0
10,2006,476,158,151,31,0,0
10,2006,476,163,218,62,0,0
10,2006,476,167,151,33,0,0
10,2006,476,283,151,94,0,0
10,2006,476,284,303,86,1,0
10,2006,476,290,215,54,0,0
10,2006,476,297,209,45,0,1
10,2006,476,302,151,35,0,0
10,2006,476,354,151,26,0,0
10,2006,476,365,211,76,0,0
10,2006,476,411,209,66,0,0
10,2006,476,414,151,35,0,1
10,2006,476,415,307,47,0,1
10,2006,476,419,151,19,0,0
10,2006,476,423,151,21,0,1
10,2006,476,429,208,78,0,1
10,2006,476,437,309,70,0,0
10,2006,476,529,303,68,2,0
10,2006,529,25,410,177,1,1
10,2006,529,27,411,86,1,1
10,2006,529,82,273,44,0,0
10,2006,529,83,557,100,2,1
10,2006,529,90,273,33,5,0
10,2006,529,94,537,96,0,2
10,2006,529,146,273,99,0,0
10,2006,529,153,407,150,0,0
10,2006,529,157,47,2,0,0
10,2006,529,158,273,56,1,0
10,2006,529,163,413,117,3,2
10,2006,529,167,274,64,0,0
10,2006,529,283,273,165,3,4
10,2006,529,284,549,145,0,1
10,2006,529,290,416,117,1,0
10,2006,529,297,406,86,2,0
10,2006,529,302,273,76,0,0
10,2006,529,354,273,54,0,0
10,2006,529,365,358,137,1,0
10,2006,529,405,30,0,0,NA
10,2006,529,411,406,147,1,0
10,2006,529,414,273,66,0,1
10,2006,529,415,547,96,3,2
10,2006,529,419,266,27,0,0
10,2006,529,423,274,44,1,0
10,2006,529,429,401,166,4,3
10,2006,529,437,547,119,4,3
10,2006,529,476,303,56,1,0
10,2007,25,27,202,57,0,1
10,2007,25,82,118,29,1,0
10,2007,25,83,229,69,0,3
10,2007,25,90,118,28,0,1
10,2007,25,94,229,64,0,2
10,2007,25,96,7,0,0,NA
10,2007,25,146,118,45,0,3
10,2007,25,153,218,108,0,3
10,2007,25,157,118,30,0,1
10,2007,25,158,118,53,0,1
10,2007,25,163,210,71,0,1
10,2007,25,166,17,0,0,NA
10,2007,25,167,115,33,1,0
10,2007,25,283,118,123,0,11
10,2007,25,284,240,87,2,4
10,2007,25,290,217,102,2,4
10,2007,25,297,229,86,0,1
10,2007,25,302,118,60,0,1
10,2007,25,303,18,0,0,NA
10,2007,25,354,118,32,0,0
10,2007,25,365,118,110,1,10
10,2007,25,405,105,19,0,0
10,2007,25,411,197,60,0,0
10,2007,25,414,116,37,0,1
10,2007,25,415,232,60,0,0
10,2007,25,419,100,18,0,0
10,2007,25,423,115,25,0,2
10,2007,25,429,202,80,0,0
10,2007,25,437,234,69,0,1
10,2007,25,442,6,0,0,NA
10,2007,25,529,224,61,0,1
10,2007,27,25,202,95,3,2
10,2007,27,82,106,25,3,0
10,2007,27,83,203,62,4,1
10,2007,27,90,106,27,2,0
10,2007,27,94,201,55,1,2
10,2007,27,96,9,0,0,NA
10,2007,27,146,105,38,2,0
10,2007,27,153,215,104,7,1
10,2007,27,157,106,24,0,0
10,2007,27,158,106,47,1,0
10,2007,27,163,213,68,4,1
10,2007,27,166,18,0,0,NA
10,2007,27,167,102,30,0,0
10,2007,27,283,106,107,0,3
10,2007,27,284,213,78,3,0
10,2007,27,290,183,84,0,1
10,2007,27,297,208,80,2,2
10,2007,27,302,106,55,0,0
10,2007,27,303,18,0,0,NA
10,2007,27,354,106,32,0,0
10,2007,27,365,106,95,1,5
10,2007,27,405,93,19,1,1
10,2007,27,411,197,60,8,0
10,2007,27,414,104,35,0,0
10,2007,27,415,206,52,4,0
10,2007,27,419,89,15,0,0
10,2007,27,423,105,24,4,1
10,2007,27,429,206,81,7,1
10,2007,27,437,202,63,2,0
10,2007,27,442,8,0,0,NA
10,2007,27,529,207,57,4,3
10,2007,82,25,118,104,2,0
10,2007,82,27,106,57,5,0
10,2007,82,83,143,75,2,0
10,2007,82,90,0,36,NA,0
10,2007,82,94,140,76,1,0
10,2007,82,96,0,1,NA,0
10,2007,82,146,0,46,NA,1
10,2007,82,153,141,122,1,1
10,2007,82,157,0,37,NA,1
10,2007,82,158,0,62,NA,0
10,2007,82,163,136,87,0,2
10,2007,82,166,0,3,NA,0
10,2007,82,167,0,47,NA,0
10,2007,82,283,0,129,NA,3
10,2007,82,284,148,88,4,1
10,2007,82,290,99,104,2,1
10,2007,82,297,144,103,4,0
10,2007,82,302,0,69,NA,0
10,2007,82,303,0,5,NA,0
10,2007,82,354,0,46,NA,0
10,2007,82,365,0,110,NA,2
10,2007,82,405,0,22,NA,0
10,2007,82,411,96,60,0,0
10,2007,82,414,0,43,NA,0
10,2007,82,415,117,64,0,1
10,2007,82,419,0,18,NA,0
10,2007,82,423,1,28,0,0
10,2007,82,429,132,100,0,1
10,2007,82,437,144,82,1,3
10,2007,82,442,0,0,NA,NA
10,2007,82,529,114,62,5,0
10,2007,83,25,229,107,0,3
10,2007,83,27,203,58,1,1
10,2007,83,82,143,29,0,0
10,2007,83,90,143,40,0,4
10,2007,83,94,282,77,0,1
10,2007,83,96,36,1,0,0
10,2007,83,146,143,47,0,2
10,2007,83,153,266,123,0,2
10,2007,83,157,143,36,0,0
10,2007,83,158,143,62,2,0
10,2007,83,163,261,86,2,1
10,2007,83,166,42,3,0,0
10,2007,83,167,140,48,0,1
10,2007,83,283,143,138,0,12
10,2007,83,284,290,87,0,0
10,2007,83,290,242,103,0,0
10,2007,83,297,282,106,1,3
10,2007,83,302,143,69,0,0
10,2007,83,303,43,5,0,0
10,2007,83,354,143,47,0,1
10,2007,83,365,143,113,0,5
10,2007,83,405,132,22,0,0
10,2007,83,411,202,60,1,0
10,2007,83,414,142,43,0,0
10,2007,83,415,233,63,1,0
10,2007,83,419,130,18,0,0
10,2007,83,423,141,28,0,0
10,2007,83,429,252,100,1,1
10,2007,83,437,287,81,0,2
10,2007,83,442,6,0,0,NA
10,2007,83,529,224,63,1,1
10,2007,90,25,118,105,0,1
10,2007,90,27,106,57,0,0
10,2007,90,82,0,29,NA,0
10,2007,90,83,143,77,0,2
10,2007,90,94,140,76,0,0
10,2007,90,96,0,1,NA,0
10,2007,90,146,0,47,NA,2
10,2007,90,153,141,122,1,1
10,2007,90,157,0,36,NA,0
10,2007,90,158,0,62,NA,0
10,2007,90,163,136,85,0,0
10,2007,90,166,0,3,NA,0
10,2007,90,167,0,48,NA,1
10,2007,90,283,0,128,NA,2
10,2007,90,284,148,87,0,0
10,2007,90,290,99,103,0,0
10,2007,90,297,144,105,0,2
10,2007,90,302,0,69,NA,0
10,2007,90,303,0,5,NA,0
10,2007,90,354,0,48,NA,2
10,2007,90,365,0,110,NA,2
10,2007,90,405,0,22,NA,0
10,2007,90,411,96,60,0,0
10,2007,90,414,0,43,NA,0
10,2007,90,415,117,63,0,0
10,2007,90,419,0,18,NA,0
10,2007,90,423,1,28,0,0
10,2007,90,429,132,99,0,0
10,2007,90,437,144,79,0,0
10,2007,90,442,0,0,NA,NA
10,2007,90,529,114,62,0,0
10,2007,94,25,229,106,3,2
10,2007,94,27,201,57,0,1
10,2007,94,82,140,28,6,0
10,2007,94,83,282,75,4,0
10,2007,94,90,140,34,9,0
10,2007,94,96,33,1,3,0
10,2007,94,146,140,44,8,0
10,2007,94,153,264,120,16,0
10,2007,94,157,140,37,7,1
10,2007,94,158,140,61,7,0
10,2007,94,163,257,83,4,0
10,2007,94,166,41,3,1,0
10,2007,94,167,139,47,5,0
10,2007,94,283,140,130,5,4
10,2007,94,284,284,86,12,0
10,2007,94,290,238,103,5,1
10,2007,94,297,279,104,4,1
10,2007,94,302,140,69,0,0
10,2007,94,303,41,5,0,0
10,2007,94,354,140,45,3,0
10,2007,94,365,140,108,1,1
10,2007,94,405,128,21,4,0
10,2007,94,411,202,60,6,0
10,2007,94,414,139,42,6,0
10,2007,94,415,231,64,5,1
10,2007,94,419,128,18,3,0
10,2007,94,423,139,28,2,0
10,2007,94,429,249,97,0,0
10,2007,94,437,283,80,4,1
10,2007,94,442,5,0,0,NA
10,2007,94,529,223,61,1,0
10,2007,96,25,7,5,0,0
10,2007,96,27,9,8,0,0
10,2007,96,82,0,6,NA,0
10,2007,96,83,36,13,0,0
10,2007,96,90,0,13,NA,0
10,2007,96,94,33,18,0,0
10,2007,96,146,0,5,NA,0
10,2007,96,153,31,20,0,0
10,2007,96,157,0,7,NA,0
10,2007,96,158,0,14,NA,0
10,2007,96,163,35,20,0,0
10,2007,96,166,0,3,NA,0
10,2007,96,167,0,17,NA,0
10,2007,96,283,0,19,NA,0
10,2007,96,284,37,11,0,0
10,2007,96,290,0,12,NA,0
10,2007,96,297,35,21,0,0
10,2007,96,302,0,15,NA,0
10,2007,96,303,0,5,NA,0
10,2007,96,354,0,19,NA,0
10,2007,96,365,0,14,NA,0
10,2007,96,405,0,7,NA,0
10,2007,96,411,6,7,0,0
10,2007,96,414,0,11,NA,0
10,2007,96,415,9,8,0,0
10,2007,96,419,0,1,NA,0
10,2007,96,423,0,6,NA,0
10,2007,96,429,32,25,0,0
10,2007,96,437,34,17,0,0
10,2007,96,442,0,0,NA,NA
10,2007,96,529,9,7,0,0
10,2007,146,25,118,105,1,1
10,2007,146,27,105,55,1,0
10,2007,146,82,0,29,NA,0
10,2007,146,83,143,78,1,3
10,2007,146,90,0,38,NA,2
10,2007,146,94,140,76,4,0
10,2007,146,96,0,1,NA,0
10,2007,146,153,140,121,0,1
10,2007,146,157,0,36,NA,0
10,2007,146,158,0,62,NA,0
10,2007,146,163,136,85,0,0
10,2007,146,166,0,3,NA,0
10,2007,146,167,0,47,NA,0
10,2007,146,283,0,126,NA,2
10,2007,146,284,148,87,6,1
10,2007,146,290,98,104,2,1
10,2007,146,297,144,103,2,1
10,2007,146,302,0,69,NA,0
10,2007,146,303,0,5,NA,0
10,2007,146,354,0,46,NA,0
10,2007,146,365,0,108,NA,1
10,2007,146,405,0,22,NA,0
10,2007,146,411,95,60,0,0
10,2007,146,414,0,44,NA,1
10,2007,146,415,117,63,0,0
10,2007,146,419,0,18,NA,0
10,2007,146,423,1,28,0,0
10,2007,146,429,132,99,2,0
10,2007,146,437,143,80,1,1
10,2007,146,442,0,0,NA,NA
10,2007,146,529,114,62,1,0
10,2007,153,25,218,100,2,3
10,2007,153,27,215,57,2,1
10,2007,153,82,141,28,0,1
10,2007,153,83,266,72,1,1
10,2007,153,90,141,36,0,0
10,2007,153,94,264,70,2,1
10,2007,153,96,31,1,1,0
10,2007,153,146,140,42,0,0
10,2007,153,157,141,34,1,0
10,2007,153,158,141,55,0,0
10,2007,153,163,261,82,1,2
10,2007,153,166,40,3,0,0
10,2007,153,167,138,42,0,0
10,2007,153,283,141,129,0,9
10,2007,153,284,269,89,1,2
10,2007,153,290,226,97,2,3
10,2007,153,297,270,94,1,4
10,2007,153,302,141,62,0,0
10,2007,153,303,40,5,0,0
10,2007,153,354,141,43,0,0
10,2007,153,365,141,114,0,13
10,2007,153,405,128,22,0,1
10,2007,153,411,217,64,5,4
10,2007,153,414,139,44,0,1
10,2007,153,415,219,57,0,1
10,2007,153,419,125,15,0,0
10,2007,153,423,137,26,0,1
10,2007,153,429,263,98,2,0
10,2007,153,437,267,74,1,2
10,2007,153,442,7,0,0,NA
10,2007,153,529,222,59,0,2
10,2007,157,25,118,104,0,0
10,2007,157,27,106,57,0,0
10,2007,157,82,0,29,NA,0
10,2007,157,83,143,75,0,0
10,2007,157,90,0,36,NA,0
10,2007,157,94,140,77,1,1
10,2007,157,96,0,1,NA,0
10,2007,157,146,0,45,NA,0
10,2007,157,153,141,121,0,0
10,2007,157,158,0,63,NA,1
10,2007,157,163,136,86,0,1
10,2007,157,166,0,3,NA,0
10,2007,157,167,0,48,NA,1
10,2007,157,283,0,127,NA,1
10,2007,157,284,148,87,0,0
10,2007,157,290,99,103,0,0
10,2007,157,297,144,103,0,0
10,2007,157,302,0,69,NA,0
10,2007,157,303,0,5,NA,0
10,2007,157,354,0,46,NA,0
10,2007,157,365,0,110,NA,2
10,2007,157,405,0,22,NA,0
10,2007,157,411,96,60,0,0
10,2007,157,414,0,43,NA,0
10,2007,157,415,117,63,0,0
10,2007,157,419,0,18,NA,0
10,2007,157,423,1,28,0,0
10,2007,157,429,132,99,0,0
10,2007,157,437,144,79,0,0
10,2007,157,442,0,0,NA,NA
10,2007,157,529,114,62,0,0
10,2007,158,25,118,105,0,1
10,2007,158,27,106,57,0,0
10,2007,158,82,0,29,NA,0
10,2007,158,83,143,75,0,0
10,2007,158,90,0,36,NA,0
10,2007,158,94,140,76,0,0
10,2007,158,96,0,1,NA,0
10,2007,158,146,0,45,NA,0
10,2007,158,153,141,121,0,0
10,2007,158,157,0,36,NA,0
10,2007,158,163,136,85,1,0
10,2007,158,166,0,3,NA,0
10,2007,158,167,0,47,NA,0
